"movieNm","movieCd"
"내일 또 내일","19790012"
"황금을 안고 튀어라","20132902"
"에코 플래닛 3D : 지구 구출 특급 대작전","20132601"
"하리수의 도색","20132741"
"댄서김의 은밀한 교수법","20133570"
"러브씬","20130241"
"인디애니씨앗터 25회","20132562"
"로덴시아: 마법왕국의 전설","20132261"
"적인걸2 : 신도해왕의 비밀","20132262"
"아름다운 팔도강산","19718273"
"어떤 여인의 고백","20131862"
"허니","20132743"
"2013 칸 국제광고제 수상작 특별상영회","20132961"
"밤의 여왕","20123384"
"롤러코스터","20122785"
"에이리언 둠스데이","20133772"
"소원","20120132"
"오마담의 외출","19830047"
"네버다이 버터플라이","20138162"
"파라다이스 러브","20123629"
"파리의 아메리카인","19518001"
"그래비티","20139221"
"비히클 19","20131821"
"청춘무정","19708104"
"소원택시","20133661"
"페이머스 파이브 : 키린섬의 비밀","20132382"
"백설공주: 또 다른 이야기","20133773"
"다크 스페이스","20134005"
"비단꽃길","20124052"
"포세이돈 어드벤쳐","19780079"
"러브레이스","20058701"
"당신에게도 사랑이 다시 찾아올까요?","20132167"
"오아시스","20020226"
"박하사탕","19990050"
"노라노","20130681"
"어떤 시선","20132807"
"토마스와 친구들: 블루마운틴 미스터리","20133159"
"공범","20129606"
"브로큰 서클","20131461"
"캡틴 필립스","20132821"
"버터 러버","20134143"
"코알라","20125527"
"톱스타","20120428"
"가면놀이","20119421"
"""김수현,윤모 감독 단편모음전""","20134083"
"더 워드","20133702"
"바캉스","20133569"
"배우는 배우다","20134124"
"화이트 타이거: 최강전차군단","20134162"
"테러라인","20133705"
"킥 애스 2 : 겁없는 녀석들","20137722"
"비밀의 아코짱","20133759"
"""자, 이제 댄스타임""","20133789"
"나인뮤지스; 그녀들의 서바이벌","20121864"
"우리가족","20133955"
"한국 다큐 쇼케이스","20133980"
"사랑에 빠진 것처럼","20138604"
"망원동 인공위성","20133803"
"만신","20123662"
"논픽션 다이어리","20137542"
"거미의 땅","20120422"
"슬기로운 해법","20133811"
"""나의 아들, 나의 어머니""","20133531"
"산다","20123581"
"사냥","20133805"
"우리가 들려줄 이야기 ","20133791"
"소녀","20134413"
"미스터 노바디","20088397"
"올 이즈 로스트","20132722"
"에어 크래쉬","20134360"
"비라문도","20133834"
"녹색의자 2013 - 러브 컨셉츄얼리","20123386"
"노브레싱","20138223"
"다이애나","20133603"
"평화를 위한 음모","20133898"
"연애의 기술","20139402"
"디스커넥트","20134073"
"에덴","20134694"
"응징자","20122786"
"라 붐","19808057"
"카이츠","20135544"
"내부고발자","20134703"
"화이트 고릴라","20134144"
"수호지-불사영웅 석수","20134704"
"세이프 헤이븐","20133760"
"새는 폐곡선을 그린다","20010057"
"까미유 끌로델","20133141"
"원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR","20134374"
"토르: 다크 월드","20138355"
"사하라 ","19438006"
"니키타","19900237"
"동창생","20127595"
"가스등","19448005"
"풍운결","20134358"
"사랑해! 진영아","20120425"
"야관문: 욕망의 꽃","20138161"
"결혼전야","20136061"
"붉은 가족","20135405"
"잉투기","20130482"
"맛있는 사랑공식-섹스","20134705"
"저속희극","20121079"
"진링의 13소녀","20132021"
"사대명포","20133771"
"터미네이터 2 : 심판의 날 감독판","19918269"
"공각기동대 어라이즈 보더 1: 고스트 페인","20132682"
"앤드 오브 워","20134357"
"친구 2","20137044"
"완전 소중한 사랑","20138222"
"사랑아 나는 통곡한다","20135642"
"사이비","20131263"
"더 파이브","20134801"
"12명의 성난 사람들","19578007"
"원탁의 기사","20134126"
"변태 가면","20134370"
"더 퍼지","20139601"
"오싱","20135367"
"욕망의 법칙","20135764"
"어바웃 타임","20135428"
"수호지-무사조씨","20135585"
"투건스","20135343"
"잉여들의 히치하이킹","20135521"
"AISFF2013 국내경쟁 2","20134836"
"극장판 쥬얼펫: 스위트댄스 프린세스","20133862"
"AISFF2013 숏쇼츠필름페스티발 & 아시아 컬렉션","20134962"
"엄마는 미국에서 버팔로 빌을 만났다","20134269"
"""소설, 영화와 만나다""","20138461"
"열한시","20124402"
"헝거게임: 캣칭 파이어","20138544"
"카운슬러","20133152"
"안녕?! 오케스트라","20132805"
"별들의 고향 ","20100268"
"메탈리카 스루 더 네버","20133863"
"수호지-영웅천하 손립","20135586"
"청춘정담","20121464"
"일본 천황과 폭탄 의사","20134813"
"노란 코끼리","20135207"
"혈적자: 황제암살단","20135765"
"나폴레옹 토레스전투","20135766"
"사랑은 당신","20132661"
"극장판 요술공주 밍키: 꿈 속의 윤무","20134457"
"마세티 킬즈","20135464"
"특별상영 - 게이봉박두2-세컨드 라이프","20135534"
"체브라시카","20111224"
"스시 걸","20134702"
"호세마리아 신부의 길","20134104"
"해피 투게더","20080269"
"산타의 매직 크리스탈","20135443"
"유 콜 잇 러브","19890136"
"표류일기","19970027"
"연인","19920222"
"창수","20110881"
"롤플레이2 : 동침","20136307"
"섹스중독자들","20136331"
"하늘에서 음식이 내린다면 2","20133701"
"두부요괴","20135767"
"전망 좋은 하우스 - 관음적 욕망 ","20135922"
"머드 ","20134645"
"하늘에서 음식이 내린다면","20090718"
"수호지-의적유당","20135829"
"리딕","20132824"
"뜨거운 것이 좋아 ","20071018"
"스파이크","20135368"
"갬빗","20134027"
"버틀러: 대통령의 집사","20134268"
"이스케이프 플랜","20135370"
"컴퍼니 유 킵","20134658"
"월드 워 좀비","20136288"
"서울연애","20135915"
"뷰티풀 차일드","20134534"
"붉은 바캉스 검은 웨딩 2","20131109"
"글로리아","20135462"
"화양연화","20040725"
"하루","20134651"
"테레사 팔머의 감금","20135838"
"논스톱: 분노의 질주","20136498"
"한공주","20134122"
"캐치미","20139981"
"변호인","20134803"
"시저와 클레오파트라","20108486"
"인사이드 르윈 ","20133585"
"올모스트 차밍","20135426"
"셔틀콕","20136321"
"아무도 머물지 않았다","20136289"
"""가장 따뜻한 색, 블루""","20136292"
"극장판 토리코 : 미식신의 스페셜메뉴","20134362"
"파스카","20132801"
"그렇게 아버지가 된다","20133704"
"""안녕, 투이""","20132797"
"구럼비-바람이 분다","20132803"
"소울 오브 브레드","20130690"
"풍경","20130982"
"또 하나의 약속","20122787"
"로렌스 애니웨이","20134047"
"집으로 가는 길","20134123"
"프라미스드 랜드 ","20138272"
"화려한 외출","20134233"
"용의자","20124938"
"""페어웰, 마이 퀸""","20138101"
"영 앤 뷰티풀","20135366"
"인시디어스: 두번째 집","20135657"
"코비: 블루 엘리펀트의 전설","20135365"
"퀴어영화 20","20135463"
"귀로(歸路)","20136333"
"밀양","20070115"
"동심초","20136332"
"월터의 상상은 현실이 된다","20134046"
"데드 엔드","20135602"
"세이빙 산타","20135427"
"사랑방 손님과 어머니","20112776"
"비밀의 화방","20136739"
"화양: 당대최고수전","20136814"
"오피서 다운","20136740"
"호빗: 스마우그의 폐허","20134267"
"썬더와 마법저택","20134206"
"""시바, 인생을 던져""","20134474"
"클래식","20030003"
"34번가의 기적","20124466"
"와일드 빌","20130704"
"플래티나 데이터","20136615"
"[2014중앙대학교 영화학과 졸업영화제]Section RED","20136492"
"자 이제 댄스타임","20136450"
"미워도 다시 한번 '80","19800040"
"비행기","20136308"
"꼬마마녀 요요와 네네","20135837"
"두만강아 잘 있거라","20120970"
"청야","20136892"
"저스틴","20135369"
"그녀가 부른다","20122782"
"러브액츄얼리: 크리스마스 에디션","20136810"
"엔더스 게임","20131246"
"미녀전쟁","20136917"
"기쁜 우리 젊은 날","20080696"
"오르가즘","20136857"
"내 아내의 남자친구","20134512"
"다이노소어 어드벤처 3D","20134984"
"필로우 토크","20132941"
"친구사이?","20090839"
"바람_감독판","20090912"
"한 번도 안 해본 여자","20122832"
"오하이오 삿포로+33리","20136918"
"거짓말 섹스가 좋아2","20136920"
"12월 단편 상상극장 - 2013 단편 명불허전","20136577"
"시절인연","20133882"
"백은제국","20136891"
"최민수의 어쌔씬 코드","20136919"
"상하이 콜링","20135280"
"플랜맨","20138224"
"이주일의 리빠동 사장","19800059"
"포르노 아티스트","20136947"
"건","20136929"
"셜리에 관한 모든 것","20133421"
"배틀 오브 비보이","20136575"
"에비던스","20136925"
"오직 사랑하는 이들만이 살아남는다","20136586"
"타잔 3D","20134533"
"오텔로","20136743"
"제인 에어","20136968"
"해가 서쪽에서 뜬다면","19980009"
"""극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성""","20134592"
"김조광수 감독 단편 3부작","20137070"
"몽정애-꿈 속의 여인","20136998"
"플라잉 머신 3D","20136704"
"2014년 1월 인디애니씨앗터 아빠와 크레파스 ","20137028"
"맹룡과강","20112373"
"마드모아젤 C","20134532"
"윤희","20134606"
"들개","20130501"
"청춘예찬","20136509"
"이브의 모든 것","19508011"
"수상한 그녀","20131102"
"마테호른","20136806"
"1월 단편 상상극장 - 해피 뉴 스타","20137076"
"영 앳 하트","19558022"
"돈 존","20136355"
"미스 좀비","20133703"
"남자가 사랑할 때","20137043"
"더 울프 오브 월스트리트","20136812"
"살인자","20136894"
"넛잡: 땅콩 도둑들","20136800"
"수련","20137543"
"문감독 예고편 : 40MIN","20147102"
"타인의 아내를 사랑하다","20134271"
"오스카 그랜트의 어떤 하루","20136098"
"만찬","20137546"
"알라바마 이야기","19628006"
"시집가는 날","20112931"
"피끓는 청춘","20139881"
"분홍신","20050135"
"지젤","20136924"
"겨울왕국","20136803"
"우리들의 낙원","19388005"
"위험한 패밀리","20136935"
"맛","20137077"
"하이프 네이션 : 힙합사기꾼","20119982"
"들개들","20147088"
"쌀","20137011"
"잭 라이언 : 코드네임 쉐도우","20136337"
"캡틴 하록","20136865"
"올드보이","20136853"
"조선미녀삼총사","20126090"
"신이 보낸 사람","20136043"
"어느 여대생의 고백","20125428"
"베일을 쓴 소녀","20136290"
"용행천하","19920142"
"메달리온","20072171"
"가부와 메이 이야기","20060022"
"몽상가들","20050009"
"극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전","20136860"
"굿모닝 맨하탄","20147301"
"성룡의 미라클","19890260"
"비행소년","20147198"
"안개","19678038"
"올리버 트위스트","19488003"
"뮤지엄 아워스","20136798"
"유혹의 기술","20147447"
"특수경찰: 스페셜 ID","20136807"
"호수의 이방인","20147108"
"남과 북","20147107"
"관능의 법칙","20130561"
"우리별 일호와 얼룩소","20147282"
"디노타샤: 공룡대탐험","20147161"
"햄릿","19488031"
"폴리스 스토리 2014","20147250"
"스티븐 시걸의 비밀경찰","20147467"
"화피 2","20135141"
"모험왕 ","19960091"
"아가씨와 건달들 ","19970299"
"르누아르","20133142"
"스위치: 부춘산거도","20136738"
"북북서로 진로를 돌려라","19598007"
"사랑의 유효기간은 3년","20147473"
"레고 무비","20136445"
"프랑켄슈타인: 불멸의 영웅","20147096"
"명탐정 코난 : 탐정들의 진혼가 ","20068659"
"슈퍼노바 지구 탈출기","20147372"
"암전","20000100"
"중2병이라도 사랑이 하고 싶어! 극장판","20147379"
"행복한 사전","20136298"
"프로즌 그라운드","20147407"
"로보캅","20134587"
"엘로이즈: 그녀들의 사랑","20147560"
"섹션 4 - 2차실습작","20147645"
"갈채","2009A893"
"당시","20040800"
"섹션 3 - 2차실습작","20147644"
"위기의 여자","19870056"
"섹션 2 - 2차실습작","20147643"
"청춘쌍곡선","19560001"
"그날 본 꽃의 이름을 우리는 아직 모른다","20147527"
"연애 징크스!!!","20135541"
"몬스터","20136060"
"어네스트와 셀레스틴","20134070"
"아메리칸 허슬","20136887"
"찌라시: 위험한 소문","20139401"
"해피엔딩 프로젝트","20131462"
"스타렛","20147387"
"별일아니다","20135898"
"비밀과외","20147565"
"팔도 기생","20124454"
"콜로니 : 지구 최후의 날","20147707"
"슈퍼미니","20147694"
"폼페이: 최후의 날","20134028"
"칠복성","19880096"
"조난자들","20131841"
"게리 쿠퍼의 재회","19418009"
"사탄탱고","20147111"
"부귀열차 ","19870148"
"체르노빌 다이어리","20147567"
"고종황제와 의사 안중근","20147710"
"노예 12년","20136866"
"우아한 거짓말","20138226"
"스턱 인 러브","20147584"
"전망 좋은 하우스 - 맛있는 섹스","20147608"
"워리어스 레인보우: 항전의 시작","20147233"
"동방불패 2","19930087"
"화이트 스톰","20147769"
"논스톱","20147299"
"장형윤 감독 특별 기획전 ","20147767"
"달라스 바이어스 클럽","20147625"
"영혼의 목소리","20147109"
"아파트 열쇠를 빌려드립니다","20121995"
"알파: 바르셀로나 마피아  ","20147248"
"사느냐 죽느냐","19428012"
"그대와 영원히","19580073"
"촌색씨","19580038"
"위험한 패밀리 패밀리 에디션","20147677"
"여배우는 너무해","20122781"
"닐스의 모험","20147559"
"세퍼레이트 테이블","20147847"
"오발탄","20100477"
"마이 보이","20133922"
"2월 단편 상상극장 - 지금이 아니면 안돼","20147554"
"탐욕의 제국","20135401"
"지구를 지켜라","20030033"
"벨과 세바스찬","20147649"
"볼쇼이 스페셜 갈라","20147610"
"이디야와 얼음왕국의 전설","20147557"
"미하엘 콜하스의 선택","20147302"
"일대고수","20147881"
"모뉴먼츠 맨: 세기의 작전","20147430"
"패가자","19880106"
"마법사들","20060069"
"필로미나의 기적","20147679"
"""히말라야, 바람이 머무는 곳""","20090075"
"남자식모","20147899"
"어거스트: 가족의 초상","20147678"
"영도 다리","20090317"
"추적자","20147909"
"엔들리스 러브","20147695"
"300: 제국의 부활","20147247"
"원 챈스","20147693"
"두갈: 마법의 회전목마","20058765"
"미 앤 유","20138953"
"리턴매치","20147851"
"나가요 미스콜","20147885"
"피쉬와 칩스 극장판","20147558"
"흐르는 강물처럼","19930125"
"라스트 에너미","20147901"
"주윤발의 도성풍운","20147856"
"론 서바이버 ","20147953"
"스카페이스 ","19328008"
"낮술","20081209"
"러브 인 비즈니스클래스","20147687"
"열녀문","20072141"
"꼬마영웅 경찰차 프로디2","20147848"
"그랜드 부다페스트 호텔","20147727"
"더 파크랜드","20147685"
"노아","20133602"
"이쁜 것들이 되어라","20130481"
"보호자","20130483"
"두 아내","20139162"
"포화속의 우정","20147728"
"고스톱 살인","20130244"
"못","20132796"
